,Order,Family,Species,JetzTreeName,Humerus_length_mm,Ulna_length_mm,Radius_length_mm,Carpometacarpus_length_mm,Femur_length_mm,Tibiotarsus_length_mm,Tarsometatarsus_length_mm,Spec_no.,Reference,Body_mass_g,Foraging_niche,TrophicEcology,Habitat,Kipps.dist,Ontogeny,Magnificent7
447,Procellariiformes,Procellariidae,Macronectes_giganteus,Macronectes_giganteus,256,245,239.5,103.62,90.15,173,99.37,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",3591.7,NA,Omnivore,Marine,217.5,Altricial_1,Phaethoquornithes
448,Procellariiformes,Procellariidae,Macronectes_halli,Macronectes_halli,249.5,243.5,239,102.49,89.11,175,98.18,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",4206.3,NA,Omnivore,Marine,216.5,Altricial_1,Phaethoquornithes
449,Anseriformes,Anatidae,Malacorhynchus_membranaceus,Malacorhynchus_membranaceus,64.24,59.29,55.71,38.6,35.06,63.5,37.01,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",372.8,NA,Omnivore,Wetland,81.6,Precocial_1,Galloanseres
450,Passeriformes,Pipridae,Manacus_manacus,Manacus_manacus,16.43,19.26,17.93,8.69,18.82,28.33,21.14,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",16.7,Fugivore aerial,Frugivore,Forest,8.4,Altricial_2,Telluraves
451,Anseriformes,Anatidae,Marmaronetta_angustirostris,Marmaronetta_angustirostris,69.34,61.62,57.12,43.43,36.65,62.23,37.12,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",477,Herbivore aquatic surface,Herbivore aquatic,Wetland,95.2,Precocial_1,Galloanseres
452,Coraciiformes,Alcedinidae,Megaceryle_torquata,Megaceryle_torquata,62.79,80.18,74.55,34.22,34.83,48.41,14.26,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",317,Aquatic perch,Aquatic predator,Riverine,46.5,Altricial_2,Telluraves
453,Anseriformes,Anatidae,Melanitta_perspicillata,Melanitta_perspicillata,85.7,78.54,73.45,50.23,50.79,82.74,44.85,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",1096.3,Aquatic dive,Aquatic predator,Wetland,115,Precocial_1,Galloanseres
454,Psittaciformes,Psittaculidae,Melopsittacus_undulatus,Melopsittacus_undulatus,19.34,23.05,21.24,16.91,18.5,26.95,13.21,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",29,Granivore ground,Granivore,Woodland,48.4,Altricial_2,Telluraves
455,Coraciiformes,Meropidae,Merops_nubicus,Merops_nubicus,34.4,44,41.05,22.38,19.94,27.53,13.11,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",42.4,Invertivore sally air,Invertivore,Grassland,57.5,Altricial_2,Telluraves
456,Falconiformes,Falconidae,Micrastur_ruficollis,Micrastur_ruficollis,46.85,50.19,46.57,23.93,44.34,66.41,57.4,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",177.6,Generalist,Vertivore,Forest,35.9,Semialtricial,Telluraves
457,Falconiformes,Falconidae,Microhierax_caerulescens,Microhierax_caerulescens,21.67,27.29,24.33,15.29,21.09,29.16,19.26,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",38.7,Invertivore sally air,Invertivore,Forest,39.7,Semialtricial,Telluraves
458,Passeriformes,Tyrannidae,Mionectes_striaticollis,Mionectes_striaticollis,15.94,21.65,19.69,10.34,14.71,24.11,17.77,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",15,Invertivore sally surface,Invertivore,Forest,11.1,Altricial_2,Telluraves
459,Accipitriformes,Accipitridae,Necrosyrtes_monachus,Necrosyrtes_monachus,148.55,184,175.5,82.47,80.41,117.54,76.65,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",2043,Scavenger ground,Scavenger,Shrubland,181.5,Semialtricial,Telluraves
460,Psittaciformes,Psittaculidae,Neophema_elegans,Neophema_elegans,21.07,25.08,22.92,18.6,19.51,28.73,13.23,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",43.4,Granivore ground,Granivore,Woodland,47.2,Altricial_2,Telluraves
461,Psittaciformes,Psittaculidae,Neophema_splendida,Neophema_splendida,22.11,26.04,23.88,18.99,19.67,28.18,13.3,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",38.6,Granivore ground,Granivore,Shrubland,52.5,Altricial_2,Telluraves
462,Psittaciformes,Psittaculidae,Neopsephotus_bourkii,Neopsephotus_bourkii,21.48,25.35,23.42,18.08,19.17,26.54,12.3,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",44.4,Granivore ground,Granivore,Shrubland,56.6,Altricial_2,Telluraves
463,Anseriformes,Anatidae,Nettapus_coromandelianus,Nettapus_coromandelianus,54.46,46.41,42.98,30.37,27,43.64,24.23,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",391.3,Herbivore aquatic surface,Herbivore aquatic,Wetland,69.2,Precocial_1,Galloanseres
464,Accipitriformes,Accipitridae,Nisaetus_cirrhatus,Nisaetus_cirrhatus,137.26,155,146.42,75.75,98.77,141.33,107.39,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",1475.1,Vertivore perch,Vertivore,Forest,115.8,Semialtricial,Telluraves
465,Accipitriformes,Accipitridae,Nisaetus_nipalensis,Nisaetus_nipalensis,153.01,177,166,81.99,112.11,152.37,105.68,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",3005,Vertivore perch,Vertivore,Forest,107,Semialtricial,Telluraves
466,Anseriformes,Anatidae,Oxyura_jamaicensis,Oxyura_jamaicensis,69.1,60.86,57.64,33.86,39.05,61.97,33.07,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",608.2,Aquatic dive,Aquatic predator,Wetland,59.5,Precocial_1,Galloanseres
467,Procellariiformes,Procellariidae,Pachyptila_belcheri,Pachyptila_belcheri,57.09,56.15,56.63,30.44,24.21,49.18,32.25,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",145,Aquatic surface,Aquatic predator,Marine,101,Altricial_1,Phaethoquornithes
468,Procellariiformes,Procellariidae,Pachyptila_desolata,Pachyptila_desolata,56.64,55.52,53.67,29.59,23.01,46.95,31.12,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",147,Aquatic surface,Aquatic predator,Marine,103.5,Altricial_1,Phaethoquornithes
469,Procellariiformes,Procellariidae,Pachyptila_turtur,Pachyptila_turtur,55.52,53.55,51.79,29.27,23.13,48.33,32.73,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",137,Aquatic surface,Aquatic predator,Marine,95.8,Altricial_1,Phaethoquornithes
470,Procellariiformes,Procellariidae,Pachyptila_vittata,Pachyptila_vittata,62.61,66.8,61.98,34.68,26.48,51.34,36.02,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",196,Aquatic surface,Aquatic predator,Marine,107.5,Altricial_1,Phaethoquornithes
471,Accipitriformes,Accipitridae,Parabuteo_unicinctus,Parabuteo_unicinctus,106.95,120.15,113.87,52.36,81.43,112.63,86.63,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",850.3,Vertivore perch,Vertivore,Shrubland,99.8,Semialtricial,Telluraves
472,Passeriformes,Paradisaeidae,Paradisaea_apoda,Paradisaea_apoda,43.38,54.15,48.04,22.94,34.84,62.81,43.32,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",172,Fugivore glean,Frugivore,Forest,31.5,Altricial_2,Telluraves
473,Pelecaniformes,Pelecanidae,Pelecanus_crispus,Pelecanus_crispus,335.5,378.5,362,162.5,122.02,181,113.23,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",9512.1,Aquatic surface,Aquatic predator,Wetland,297.5,Semialtricial,Phaethoquornithes
474,Pelecaniformes,Pelecanidae,Pelecanus_onocrotalus,Pelecanus_onocrotalus,368,420,412,170,131.82,219,147.74,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",9322.3,Aquatic surface,Aquatic predator,Wetland,266.8,Semialtricial,Phaethoquornithes
475,Pelecaniformes,Pelecanidae,Pelecanus_rufescens,Pelecanus_rufescens,265,303.5,293.5,125.33,96.33,137.71,83.02,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",5419.6,Aquatic surface,Aquatic predator,Wetland,252.2,Semialtricial,Phaethoquornithes
476,Phaethontiformes,Phaethontidae,Phaethon_aethereus,Phaethon_aethereus,90.18,93.15,89.84,47.62,37.65,53.48,27.52,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",750,Aquatic plunge,Aquatic predator,Marine,211.8,Altricial_1,Phaethoquornithes
477,Phaethontiformes,Phaethontidae,Phaethon_rubricauda,Phaethon_rubricauda,104.03,114.92,110.78,51.96,38.03,57.99,28.6,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",671.9,Aquatic plunge,Aquatic predator,Marine,226,Altricial_1,Phaethoquornithes
478,Suliformes,Phalacrocoracidae,Phalacrocorax_brasilianus,Phalacrocorax_brasilianus,116.29,124.07,120.12,57.48,46.01,77.37,48.51,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",1239.29,Aquatic dive,NA,NA,NA,Altricial_2,Phaethoquornithes
479,Suliformes,Phalacrocoracidae,Phalacrocorax_harrisi,Phalacrocorax_harrisi,103.34,85.22,83.12,42.24,74.21,139.09,72.74,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",3016.62,Aquatic dive,NA,NA,NA,Altricial_2,Phaethoquornithes
480,Suliformes,Phalacrocoracidae,Phalacrocorax_pelagicus,Phalacrocorax_pelagicus,120.34,130.15,125.2,58.26,55.05,92.98,51.92,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",1843.95,Aquatic dive,NA,NA,NA,Altricial_2,Phaethoquornithes
481,Suliformes,Phalacrocoracidae,Phalacrocorax_penicillatus,Phalacrocorax_penicillatus,150,160,156.5,65.58,63.25,112.94,66.23,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",2224.24,Aquatic dive,NA,NA,NA,Altricial_2,Phaethoquornithes
482,Procellariiformes,Diomedeidae,Phoebastria_irrorata,Phoebastria_irrorata,306,297.5,291,117.02,84.85,164,101.55,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",3376.4,Aquatic surface,Aquatic predator,Marine,336,Altricial_1,Phaethoquornithes
483,Psittaciformes,Psittacidae,Pionites_melanocephalus,Pionites_melanocephalus,32.86,39.88,36.95,24.41,32.54,42.8,16.09,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",148.8,Granivore arboreal,Granivore,Forest,46.7,Altricial_2,Telluraves
484,Psittaciformes,Psittacidae,Pionopsitta_pileata,Pionopsitta_pileata,33.7,39.93,36.71,25.89,28.55,40.06,13.42,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",119,NA,Omnivore,Forest,49.8,Altricial_2,Telluraves
485,Psittaciformes,Psittacidae,Pionus_maximiliani,Pionus_maximiliani,45.57,54.54,50.7,33.82,37.65,51.92,18.57,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",293,Granivore arboreal,Granivore,Forest,64.8,Altricial_2,Telluraves
486,Galliformes,Cracidae,Pipile_pipile,Pipile_pipile,92.67,100.42,91.74,48.94,83.62,117.11,69.51,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",1816.6,Fugivore glean,Frugivore,Forest,63.1,Precocial_3,Galloanseres
487,Psittaciformes,Psittaculidae,Platycercus_adscitus,Platycercus_adscitus,30.01,35.55,32,23.93,25.41,37.7,16.32,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",111,NA,Omnivore,Woodland,56.2,Altricial_2,Telluraves
488,Psittaciformes,Psittaculidae,Platycercus_caledonicus,Platycercus_caledonicus,32.85,38.55,34.89,26.45,29.4,44.17,18.52,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",132.6,NA,Omnivore,Woodland,75,Altricial_2,Telluraves
489,Psittaciformes,Psittaculidae,Platycercus_elegans,Platycercus_elegans,35.54,40.64,37.12,27.77,32.04,47.91,19.47,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",123.9,NA,Omnivore,Forest,73,Altricial_2,Telluraves
490,Psittaciformes,Psittaculidae,Platycercus_eximius,Platycercus_eximius,30.29,35.85,32.62,25.1,26.88,40.86,17.35,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",104,NA,Omnivore,Woodland,63,Altricial_2,Telluraves
491,Psittaciformes,Psittaculidae,Platycercus_icterotis,Platycercus_icterotis,27.11,31.66,29.17,22.02,24.12,37.36,16.58,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",63.3,Granivore ground,Granivore,Forest,57.5,Altricial_2,Telluraves
492,Psittaciformes,Psittaculidae,Platycercus_venustus,Platycercus_venustus,30.16,35.52,32.25,23.8,26.53,37.94,16,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",89.4,Granivore arboreal,Granivore,Woodland,57.8,Altricial_2,Telluraves
493,Passeriformes,Ploceidae,Ploceus_philippinus,Ploceus_philippinus,17.55,21.2,18.99,9.77,17.53,29.93,22.2,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",28.2,Granivore arboreal,Granivore,Shrubland,13.1,Altricial_2,Telluraves
494,Podicipediformes,Podicipedidae,Podiceps_major,Podiceps_major,106.46,93.13,90.22,44.42,43.09,106.42,63.61,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",1646,Aquatic dive,Aquatic predator,Wetland,80,Precocial_3,Mirandornithes
495,Psittaciformes,Psittacidae,Poicephalus_gulielmi,Poicephalus_gulielmi,47.82,57.68,53.17,36.28,39.3,52.97,20.17,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",274.6,NA,Omnivore,Forest,85.6,Altricial_2,Telluraves
496,Psittaciformes,Psittacidae,Poicephalus_meyeri,Poicephalus_meyeri,47.82,57.68,53.17,36.28,39.3,52.97,20.17,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",117.5,NA,Omnivore,Grassland,59,Altricial_2,Telluraves
497,Psittaciformes,Psittacidae,Poicephalus_rueppellii,Poicephalus_rueppellii,33.59,39,36.33,25.05,29.9,41.88,16.6,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",116,NA,Omnivore,Shrubland,58.3,Altricial_2,Telluraves
498,Psittaciformes,Psittacidae,Poicephalus_rufiventris,Poicephalus_rufiventris,36.45,41.96,38.69,27.52,32.84,43.17,17.8,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",120,NA,Omnivore,Shrubland,56.6,Altricial_2,Telluraves
499,Psittaciformes,Psittacidae,Poicephalus_senegalus,Poicephalus_senegalus,35.53,41.1,37.99,26.26,30.96,41.04,16.06,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",147,NA,Omnivore,Woodland,62.8,Altricial_2,Telluraves
500,Falconiformes,Falconidae,Polihierax_semitorquatus,Polihierax_semitorquatus,32.23,37.23,34.96,20.5,29.63,41.67,28.57,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",61.5,Vertivore perch,Vertivore,Shrubland,44.5,Semialtricial,Telluraves
501,Psittaciformes,Psittaculidae,Polytelis_anthopeplus,Polytelis_anthopeplus,37.39,43.77,40.27,32.68,32.97,45.83,18.68,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",170,NA,Omnivore,Shrubland,99.9,Altricial_2,Telluraves
502,Psittaciformes,Psittaculidae,Polytelis_swainsonii,Polytelis_swainsonii,38.62,49.31,44.24,29.58,36.35,53.98,32.49,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",153,NA,Omnivore,Forest,95,Altricial_2,Telluraves
503,Procellariiformes,Procellariidae,Procellaria_aequinoctialis,Procellaria_aequinoctialis,153.81,155,150.86,68.65,51.06,98.53,64.72,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",1213,Aquatic surface,Aquatic predator,Marine,233.5,Altricial_1,Phaethoquornithes
504,Procellariiformes,Procellariidae,Procellaria_cinerea,Procellaria_cinerea,130.8,130.63,127.05,61.84,48.06,92.09,60.02,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",1131,Aquatic surface,Aquatic predator,Marine,195.5,Altricial_1,Phaethoquornithes
505,Procellariiformes,Procellariidae,Procellaria_parkinsoni,Procellaria_parkinsoni,130.53,129.94,126.8,61.78,43.36,81.47,52.77,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",702.2,Aquatic surface,Aquatic predator,Marine,202,Altricial_1,Phaethoquornithes
506,Procellariiformes,Procellariidae,Procellaria_westlandica,Procellaria_westlandica,147.14,145.86,142.51,71.43,51.02,95.84,62.21,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",1199,Aquatic surface,Aquatic predator,Marine,227,Altricial_1,Phaethoquornithes
507,Psittaciformes,Psittaculidae,Prosopeia_tabuensis,Prosopeia_tabuensis,48.36,58.38,53.77,34.56,40.42,61.12,24.06,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",232,Fugivore glean,Frugivore,Forest,67.1,Altricial_2,Telluraves
508,Psittaciformes,Psittaculidae,Pseudeos_fuscata,Pseudeos_fuscata,32.89,38.44,35.09,26.87,32.53,46.84,18.22,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",149,Nectarivore glean,Nectarivore,Forest,77.8,Altricial_2,Telluraves
509,Procellariiformes,Procellariidae,Pseudobulweria_rostrata,Pseudobulweria_rostrata,108.93,110.6,108.14,51.03,36.29,68.63,47.59,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",409,Aquatic surface,Aquatic predator,Marine,189,Altricial_1,Phaethoquornithes
510,Psittaciformes,Psittacidae,Psilopsiagon_aymara,Psilopsiagon_aymara,18.77,20.05,20.42,15.69,19.96,30.26,12.38,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",30,NA,Omnivore,Shrubland,39.8,Altricial_2,Telluraves
511,Psittaciformes,Psittaculidae,Psittacula_alexandri,Psittacula_alexandri,33.74,40.18,36.94,26.31,31.03,41.31,15.42,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",147,NA,Omnivore,Forest,86.3,Altricial_2,Telluraves
512,Psittaciformes,Psittaculidae,Psittacula_derbiana,Psittacula_derbiana,42.61,51.89,47.26,34.94,36.4,49.21,17.56,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",251,NA,Omnivore,Forest,106,Altricial_2,Telluraves
513,Psittaciformes,Psittaculidae,Psittacula_eupatria,Psittacula_eupatria,44.06,51.56,47.68,34.08,37.16,50.92,18.5,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",214,NA,NA,NA,NA,Altricial_2,Telluraves
514,Psittaciformes,Psittaculidae,Psittacula_himalayana,Psittacula_himalayana,29.53,34.93,32.19,23.71,26.27,37.74,13.87,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",160.66,NA,NA,NA,NA,Altricial_2,Telluraves
515,Psittaciformes,Psittaculidae,Psittacula_longicauda,Psittacula_longicauda,32.9,40.02,36.79,25.77,32,42.25,15.11,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",107,NA,NA,NA,NA,Altricial_2,Telluraves
516,Psittaciformes,Psittaculidae,Psittaculirostris_edwardsii,Psittaculirostris_edwardsii,26.05,30.7,28.8,19.39,28.33,38.59,15.45,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",118,Fugivore glean,Frugivore,Forest,45.4,Altricial_2,Telluraves
517,Psittaciformes,Psittaculidae,Psitteuteles_goldiei,Psitteuteles_goldiei,20.25,22.67,20.81,16.92,21.28,30.12,12,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",58.7,Nectarivore glean,Nectarivore,Forest,56.9,Altricial_2,Telluraves
518,Psittaciformes,Psittaculidae,Psittrichas_fulgidus,Psittrichas_fulgidus,72.07,87.18,80.15,47.14,53.45,72,25.64,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",865,Fugivore glean,Frugivore,Forest,90.5,Altricial_2,Telluraves
519,Procellariiformes,Procellariidae,Pterodroma_alba,Pterodroma_alba,91.06,97.17,95.1,44.73,30.04,53.65,34.38,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",259,Aquatic aerial,Aquatic predator,Marine,176,Altricial_1,Phaethoquornithes
520,Procellariiformes,Procellariidae,Pterodroma_arminjoniana,Pterodroma_arminjoniana,89.63,93.56,91.36,44.18,31.02,55.61,36.07,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",394,Aquatic aerial,Aquatic predator,Marine,191.5,Altricial_1,Phaethoquornithes
521,Procellariiformes,Procellariidae,Pterodroma_cookii,Pterodroma_cookii,70.81,71.16,69.99,37.06,27.69,50.84,31.28,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",177.9,Aquatic aerial,Aquatic predator,Marine,135.5,Altricial_1,Phaethoquornithes
522,Procellariiformes,Procellariidae,Pterodroma_externa,Pterodroma_externa,102.18,106.78,103.75,51.85,35.75,63.95,39.02,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",428,Aquatic aerial,Aquatic predator,Marine,203,Altricial_1,Phaethoquornithes
523,Procellariiformes,Procellariidae,Pterodroma_hypoleuca,Pterodroma_hypoleuca,72.54,74.65,73.05,34.79,24.28,47.15,28.55,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",176,Aquatic aerial,Aquatic predator,Marine,143.5,Altricial_1,Phaethoquornithes
524,Procellariiformes,Procellariidae,Pterodroma_inexpectata,Pterodroma_inexpectata,77.81,76.92,75.7,39.21,30.32,55.73,32.88,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",316,Generalist,Aquatic predator,Marine,166.2,Altricial_1,Phaethoquornithes
525,Procellariiformes,Procellariidae,Pterodroma_lessonii,Pterodroma_lessonii,107.41,110.53,107.76,52.9,40.54,73.1,44.63,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",698,Aquatic aerial,Aquatic predator,Marine,197.2,Altricial_1,Phaethoquornithes
526,Procellariiformes,Procellariidae,Pterodroma_leucoptera,Pterodroma_leucoptera,68.78,70.4,69,34.59,26.86,48.3,30.23,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",147.1,Aquatic aerial,Aquatic predator,Marine,141,Altricial_1,Phaethoquornithes
527,Procellariiformes,Procellariidae,Pterodroma_longirostris,Pterodroma_longirostris,67.57,68.42,67.38,33.35,24.29,46.52,27.8,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",143,Aquatic aerial,Aquatic predator,Marine,129.8,Altricial_1,Phaethoquornithes
528,Procellariiformes,Procellariidae,Pterodroma_macroptera,Pterodroma_macroptera,108.92,112.39,110.13,53.59,40.48,71.23,44.6,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",531.8,Aquatic aerial,Aquatic predator,Marine,201,Altricial_1,Phaethoquornithes
529,Procellariiformes,Procellariidae,Pterodroma_neglecta,Pterodroma_neglecta,100.46,104.83,101.63,48.98,35.37,62.27,40.13,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",501,Aquatic aerial,Aquatic predator,Marine,184.5,Altricial_1,Phaethoquornithes
530,Procellariiformes,Procellariidae,Pterodroma_nigripennis,Pterodroma_nigripennis,71.39,72.75,71.68,35.71,25.96,48.66,31.11,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",173.7,Aquatic aerial,Aquatic predator,Marine,140.5,Altricial_1,Phaethoquornithes
531,Procellariiformes,Procellariidae,Pterodroma_ultima,Pterodroma_ultima,93.17,96.12,93.65,45.28,33.49,62.95,38.83,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",360,Aquatic aerial,Aquatic predator,Marine,175,Altricial_1,Phaethoquornithes
532,Columbiformes,Columbidae,Ptilinopus_coronulatus,Ptilinopus_coronulatus,25.57,34,30.76,18.18,25.63,34.5,19.05,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",76.6,Fugivore glean,Frugivore,Forest,34,Altricial_1,Columbaves
533,Columbiformes,Columbidae,Ptilinopus_iozonus,Ptilinopus_iozonus,29.12,35.03,30.96,20.14,30.32,39.03,21.4,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",114,Fugivore glean,Frugivore,Forest,40.3,Altricial_1,Columbaves
534,Columbiformes,Columbidae,Ptilinopus_leclancheri,Ptilinopus_leclancheri,35.69,41.13,36.52,22.62,30.75,39.62,21.22,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",164,Fugivore glean,NA,NA,NA,Altricial_1,Columbaves
535,Columbiformes,Columbidae,Ptilinopus_magnificus,Ptilinopus_magnificus,38.88,47.65,43.27,24.93,33.11,44.33,22.08,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",185.41,Fugivore glean,NA,NA,NA,Altricial_1,Columbaves
536,Columbiformes,Columbidae,Ptilinopus_melanospilus,Ptilinopus_melanospilus,29.09,33.63,30.04,18.62,28.86,37.48,19.37,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",92,Fugivore glean,Frugivore,Forest,31.6,Altricial_1,Columbaves
537,Columbiformes,Columbidae,Ptilinopus_occipitalis,Ptilinopus_occipitalis,36.51,42.83,38.27,25.37,34.35,43.62,22.57,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",238,Fugivore glean,NA,NA,NA,Altricial_1,Columbaves
538,Columbiformes,Columbidae,Ptilinopus_perlatus,Ptilinopus_perlatus,38.83,45.78,40.86,25.26,37.6,48.76,24.89,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",210,Fugivore glean,Frugivore,Forest,47.2,Altricial_1,Columbaves
539,Columbiformes,Columbidae,Ptilinopus_porphyraceus,Ptilinopus_porphyraceus,34.19,40.25,36.38,23.05,32.34,40.78,22.36,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",105,Fugivore glean,Frugivore,Forest,39.6,Altricial_1,Columbaves
